152,Estacionar un vehículo en vías con pendientes pronunciadas sin asegurar su inmovilización.,Grave,316.00
153,Desplazar o empujar un vehículo bien estacionado con el propósito de ampliar un espacio o tratar de estacionar otro vehículo.,Grave,316.00
154,Abandonar el vehículo en la vía pública.,Grave,316.00
155,Utilizar la vía pública para efectuar reparaciones salvo casos de emergencia.,Grave,316.00
156,Recoger o dejar pasajeros fuera de los paraderos de ruta autorizados cuando existan.,Grave,316.00
157,No respetar las señales que rigen el tránsito cuyo incumplimiento no se encuentre tipificado en otra infracción.,Grave,316.00
158,No presentar la Tarjeta de Identificación Vehicular la Licencia de Conducir o el Documento Nacional de Identidad o documento de identidad según corresponda.,Grave,316.00
159,Conducir un vehículo de categoría L sin tener puesto el casco de seguridad o anteojos protectores en caso de no tener parabrisas.,Grave,316.00
160,Circular con placas ilegibles o sin iluminación o que tengan adherido algún material que impida su lectura a través de medios electrónicos.,Grave,316.00
161,No llevar las placas de rodaje en el lugar que corresponde.,Grave,316.00
162,Incumplir con devolver las placas de exhibición rotativa o transitoria dentro de los plazos establecidos en el Reglamento de Placa Única Nacional de Rodaje.,Grave,316.00
163,Utilizar señales audibles o visibles iguales o similares a las que utilizan los vehículos de emergencia o vehículos oficiales.,Grave,316.00
164,Conducir un vehículo cuyas características registrables o condiciones técnicas han sido modificadas o alteradas atentando contra la seguridad de los usuarios.,Grave,316.00
165,No ceder el paso a otros vehículos que tienen preferencia.,Grave,316.00
166,Seguir a los vehículos de emergencia y vehículos oficiales para avanzar más rápidamente.,Grave,316.00
170,Detener el vehiculo sobre la demarcación en el pavimento de la señal No bloquear cruce,Grave,316.00
201,Dejar mal estacionado el vehículo en lugares permitidos.,Leve,158.00
202,Estacionar un vehículo en zonas de parqueo destinadas a vehículos que transportan a personas con discapacidad o conducidos por éstos.,Leve,158.00
203,Utilizar el Permiso Especial de Parqueo para Personas con Discapacidad por parte de una persona a la cual no le corresponde.,Leve,158.00
204,Abrir o dejar abierta la puerta de un vehículo estacionado dificultando la circulación vehicular.,Leve,158.00
205,Utilizar el carril de giro a la izquierda para continuar la marcha en cualquier dirección que no sea la específicamente señalada.,Leve,158.00
206,Arrojar depositar o abandonar objetos o sustancias en la vía pública que dificulten la circulación.,Leve,158.00
207,Utilizar la bocina para llamar la atención en forma inncesaria.,Leve,158.00
208,Hacer uso de bocinas de descarga de aire comprimido en el ámbito urbano.,Leve,158.00
301,Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal o bajo los efectos de estupefacientes narcóticos y/o alucinógenos.,Muy Grave,3950.00
302,Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal bajo los efectos de estupefacientes o narcóticos y/o alucinógenos.,Muy Grave,1975.00
304,Conducir vehículos estando la licencia de conducir retenida suspendida o estando inhabilitado para obtener licencia de conducir.,Muy Grave,3950.00
305,Conducir un vehículo con Licencia de Conducir cuya clase o categoría no corresponde al vehículo que conduce.,Muy Grave,1975.00
306,Estacionar en las curvas puentes túneles zonas estrechas de la vía pasos a nivel pasos a desnivel en cambios de rasante pendientes y cruces de ferrocarril.,Muy Grave,948.00
307,Participar en competencias de velocidad en eventos no autorizados.,Muy Grave,948.00
308,Permitir a un menor de edad la conducción de un vehículo automotor sin autorización o permiso provisional.,Muy Grave,948.00
309,Conducir un vehículo con cualquiera de sus sistemas de dirección frenos suspensión luces o eléctrico en mal estado previa inspección técnica vehicular.,Muy Grave,948.00
310,Abastecer de combustible un vehículo del servicio de transporte público de pasajeros con personas a bordo del vehículo.,Muy Grave,474.00
311,Conducir vehículos de las categorías M o N sin parachoques  o un vehículo de la categoría L5 sin parachoques posterior.,Muy Grave,474.00
312,No detenerse al aproximarse a un vehículo de transporte escolar debidamente identificado que está recogiendo o dejando escolares.,Muy Grave,474.00
313,Conducir un vehículo con neumático(s) cuya banda de rodadura presente desgaste inferior al establecido en el Reglamento Nacional de Vehículos.,Muy Grave,474.00
314,No detenerse al llegar a un cruce ferroviario a nivel o reiniciar la marcha sin haber comprobado que no se aproxima tren.,Muy Grave,474.00
315,Circular produciendo contaminación en un índice superior a los límites máximos permisibles de emisión de gases contaminantes.,Muy Grave,474.00
316,Circular en sentido contrario al tránsito autorizado.,Muy Grave,474.00
317,Cruzar una intersección o girar estando el semáforo con luz roja y no existiendo la indicación en contrario.,Muy Grave,474.00
318,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Muy Grave,474.00
319,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Muy Grave,474.00
320,No respetar los límites máximo o mínimo de velocidad establecidos.,Muy Grave,711.00
321,Estacionar interrumpiendo totalmente el tránsito.,Muy Grave,474.00
322,Detenerse para cargar o descargar mercancías en la calzada y/o en los lugares que puedan constituir un peligro u obstáculo o interrumpan la circulación.,Muy Grave,474.00
323,Estacionar o detener el vehículo en el carril de circulación en carreteras o caminos donde existe berma lateral.,Muy Grave,474.00
324,Circular sin placas de rodaje o sin el permiso correspondiente.,Muy Grave,474.00
325,No dar preferencia de paso a los vehíuclos de emergencia y vehículos oficiales cuando hagan uso de sus señales audibles y visibles.,Muy Grave,474.00
326,Conducir un vehículo especial que no se ajuste a las exigencias reglamentarias sin la autorización correspondiente.,Muy Grave,474.00
327,Conducir un vehículo que no cuente con el certificado de aprobación de inspección técnica vehicular.,Muy Grave,1975.00
328,Conducir un vehículo sin contar con la póliza del Seguro Obligatorio de Accidentes de Tránsito o Certificado de Accidentes de Tránsito cuando corresponda o éstos no se encuentre vigente.,Muy Grave,474.00
329,Deteriorar intencionalmente adulterar destruir o sustraer las Placas de exhibición rotativa o transitoria .,Muy Grave,474.00
330,Usar las placas de exhibición rotativa o transitoria fuera del plazo horario o ruta establecida o cuando esta ha caducado o ha sido invalidada.,Muy Grave,474.00
331,Utilizar las placas de exhibición rotativa o transitoria en vehículos a los que no se encuentren asignadas.,Muy Grave,474.00
332,Tramitar u obtener duplicado o nueva licencia de conducir de cualquier clase por el infractor cuya licencia de conducir se encuentre retenida suspendida o cancelada.,Muy Grave,474.00
333,Operar maquinaria especial por la vía pública.,Muy Grave,474.00
334,Circular produciendo ruidos que superen los límites máximos permisibles.,Muy Grave,474.00
335,Voltear en U sobre la misma calzada en las curvas puentes pasos a desnivel vías expresas túneles estructuras elevadas cima de cuesta cruce ferroviario a nivel.,Muy Grave,474.00
336,Transportar carga sin los dispositivos de sujeción o seguridad establecidos.,Muy Grave,474.00
337,Conducir y ocasionar un accidente de tránsito con daños personales inobservando las normas de tránsito dispuestas en el presente Reglamento.,Muy Grave,0.00
338,Conducir un vehículo de transporte público y ocasionar un accidente de tránsito con daños personales inobservando las normas de tránsito dispuestas por el presente Reglamento.,Muy Grave,0.00
339,Conducir y ocasionar un accidente de tránsito con lesiones graves o muerte inobservando las normas de tránsito dispuestas en el presente Reglamento.,Muy Grave,0.00
341,Circular o impedir el tránsito en situaciones de desastre natural o emergencia incumpliendo las disposiciones de la autoridad competente para la restricción de acceso a las vías.,Muy Grave,5925.00
