511824,FLAN LALA SABOR VAINILLA 100GR,4,48184351,31/05/2020
536472,SABRITAS CASERAS JALAPENO 42GR,12,48184351,31/12/2020
317404,LICUADO LALA CIRUELA PASA Y NUEZ 240GR,5,48184351,29/09/2021
204890,LECHE YAQUI DESLACTOSADA 1LT,1,48184351,02/02/2022
565169,PASTILLA PEPTO BISMOL,6,48184351,29/03/2022
620036,SABRITAS ORIGINAL SAL 490GR,4,57263719,19/05/2020
941699,MAIZ POZOLERO EXTRA 1KGR,9,57263719,27/07/2020
856894,HARINA MAZATL 5KG,1,57263719,25/09/2020
565169,PASTILLA PEPTO BISMOL,11,57263719,10/10/2021
778066,CHILES CHIPOTLES LA COSTENA 380GR,9,57263719,22/11/2021
662083,TAKIS SALSA BRAVA 62GR,5,57263719,01/01/2022
793026,YOGHURT NATURAL LIGHT LALA 1KG,5,57263719,06/01/2022
311343,YOGHURT FRESA NESTLE 1KG,11,62566305,30/07/2020
714788,PAPA EN CUBOS DEL FUERTE 12 380GR.,7,62566305,23/11/2020
882099,NESQUIK CHOCOLATE 200GR,2,62566305,27/02/2021
882099,NESQUIK CHOCOLATE 200GR,12,62566305,23/01/2022
308982,YOGHURT P BEBER FRUGGIS FRESA 150GR,3,71378466,24/04/2019
923804,SAL BAJA PACIFIC BOLSA 1KGR,7,71378466,19/03/2020
459032,GELATINA DANY LIMON 125GR,10,71378466,29/05/2020
412041,TORTILLAS DE MAIZ 1KG,2,71378466,26/10/2020
485302,YOGHURT LALA FRESA 240GR,5,71378466,04/01/2021
485302,YOGHURT LALA FRESA 240GR,8,71378466,17/01/2021
330512,YOGHURT LALA LIGHT 240GR,1,71378466,19/12/2021
874503,GALLETAS LORS SNACKS MARINELA 75GR,1,71984468,07/08/2019
997564,MANGO ECUATORIANO,1,71984468,06/10/2019
330512,YOGHURT LALA LIGHT 240GR,6,71984468,26/11/2020
283781,FRIJOLES REFRITOS ISADORA 430GR,7,71984468,05/03/2021
126218,TANJERINA,6,71984468,28/11/2021
651034,MANGO EN REBANADAS LA MORENA 800GR,8,71984468,11/02/2022
374253,TE DE MANZANILLA NEBO 24 1GR,5,76388967,05/01/2019
947176,SALSA DE CHILE HABANERO ROJO 260GR,6,76388967,03/02/2019
935218,FRIJOL AMARILLO KG,2,76388967,21/04/2019
997564,MANGO ECUATORIANO,12,76388967,09/05/2020
536472,SABRITAS CASERAS JALAPENO 42GR,3,76388967,29/11/2020
430669,AJO GRANULADO DE CALIFORNIA KIRKLAND 51.,10,79140840,18/05/2019
459032,GELATINA DANY LIMON 125GR,8,79140840,29/05/2019
308982,YOGHURT P BEBER FRUGGIS FRESA 150GR,10,79140840,15/04/2021
317404,LICUADO LALA CIRUELA PASA Y NUEZ 240GR,3,79140840,20/05/2021
455703,PALOMITAS POFETS FLAMIN HOT 28GR,2,79140840,28/05/2021
126218,TANJERINA,3,79140840,17/07/2021
748008,SANDWICH COMBINADA 3 FLORES 150GR,8,79140840,21/02/2022
118050,PAPAYA,8,79475585,16/12/2019
118050,PAPAYA,5,79475585,30/04/2020
390920,AGUA NIAGARA 500ML,4,79475585,14/05/2020
565169,PASTILLA PEPTO BISMOL,5,79475585,18/07/2020
793026,YOGHURT NATURAL LIGHT LALA 1KG,7,79475585,07/09/2020
748899,NARANJA SIN SEMILLA,9,79475585,24/01/2021
900698,VAINILLA MOLINA 500ML,5,81114108,19/05/2019
662083,TAKIS SALSA BRAVA 62GR,2,81114108,10/07/2019
118050,PAPAYA,11,81114108,09/03/2020
565169,PASTILLA PEPTO BISMOL,5,81114108,05/06/2020
308982,YOGHURT P BEBER FRUGGIS FRESA 150GR,7,81114108,21/09/2020
182942,ZAPOTE,3,81114108,06/10/2020
992564,LECHUGA ROMANA,3,81114108,05/11/2020
793026,YOGHURT NATURAL LIGHT LALA 1KG,7,81114108,13/07/2021
455703,PALOMITAS POFETS FLAMIN HOT 28GR,12,81114108,24/01/2022
941699,MAIZ POZOLERO EXTRA 1KGR,6,81114108,05/02/2022
365379,YOGHURT FRESA CON GRANOLA CHELSY 240GR,4,83236386,13/07/2019
406688,CHURROMAIS CON LIMON 38GR,9,83236386,03/08/2019
923804,SAL BAJA PACIFIC BOLSA 1KGR,11,83236386,15/08/2019
311343,YOGHURT FRESA NESTLE 1KG,4,83236386,06/08/2020
675770,JARABE DE MAMEY 1.25KG,2,83236386,11/09/2020
872819,GELATINA DE LECHE VAINILLA DANETTE 100GR,1,83236386,20/10/2021
204890,LECHE YAQUI DESLACTOSADA 1LT,6,91897732,13/03/2019
151641,YOGHURT P BEBER LACTIGURT COCO 250G,6,91897732,20/07/2020
947176,SALSA DE CHILE HABANERO ROJO 260GR,2,91897732,09/03/2021
485302,YOGHURT LALA FRESA 240GR,9,91897732,05/07/2021
961802,ACHIOTE LA EXTRA 1KG,12,91897732,04/10/2021
423073,POLVO PARA HORNEAR REXAL 15KILOS,12,91897732,09/11/2021
365906,AGUACATE REGIONAL KG.1.000 GR,9,91897732,17/12/2021
